employee_id,is_promoted
46233,0
41215,0
47172,1
53542,0
2121,0
77677,1
38018,0
29799,1
565,0
33473,0
14628,1
46339,1
6352,0
63568,0
15317,1
63035,0
22942,1
62212,1
49252,1
38520,1
65459,1
69109,0
67985,0
74040,0
31049,0
55523,1
40579,1
40211,0
41982,0
24286,0
53696,1
47130,0
25340,0
16794,1
10399,0
9095,1
60624,0
30188,0
19292,0
58780,0
33674,1
17128,0
28127,0
42650,1
58393,1
72037,0
33736,0
51260,0
21326,1
7784,0
33540,1
14669,0
53267,0
51294,0
4208,1
64266,1
57995,0
76317,1
32169,0
22403,0
18775,0
7007,0
58836,0
67403,0
34371,1
17603,0
72636,0
44193,0
41162,0
42939,0
37227,0
34986,0
10473,0
42833,0
39224,1
34148,1
65558,0
63986,0
31641,1
45087,0
63354,0
41610,0
10376,0
11414,0
32884,1
71007,0
43891,0
26769,0
23022,0
56684,1
24951,0
8810,0
77266,1
33334,0
29911,0
42142,0
29467,0
11784,0
29776,0
10563,0
6736,0
441,1
14980,1
13549,0
1348,1
14948,0
12723,0
22827,0
30527,0
38928,0
17420,0
72878,0
43657,0
38588,0
55236,1
339,1
30270,1
52076,0
36458,1
27999,1
57114,0
25603,0
71930,1
23945,1
22469,1
34891,0
17506,1
32124,0
48160,0
30792,1
76840,1
27844,0
32595,0
68808,0
66391,1
18212,1
51051,1
60375,1
8495,0
61193,1
18612,0
50665,0
50512,0
6621,0
10992,1
10742,0
33326,0
28711,1
16466,1
71692,0
60158,1
5296,0
1415,0
376,1
11139,1
21667,0
52771,0
30283,1
33431,0
10860,1
76614,0
52246,0
16337,0
21160,1
30888,0
41543,0
68619,0
46124,1
9454,1
48316,1
61103,0
46772,0
62688,0
53821,1
67083,0
10508,1
42182,1
51295,1
26017,0
38656,0
1210,0
52205,0
18776,1
39588,0
2066,0
7952,0
28286,0
15837,1
41908,1
28766,0
35922,0
44582,0
42485,1
71289,0
47556,1
27264,1
50266,1
77122,1
45635,1
57502,0
26262,0
74374,0
34661,1
38450,1
31134,1
27968,0
36271,0
3316,0
35219,0
52701,0
8654,0
7551,0
18778,1
74667,0
57527,0
1726,0
60191,0
30623,1
67366,1
38917,0
15689,1
18286,1
63660,1
32232,0
56976,0
64644,1
39204,1
47141,0
26883,1
9890,0
50095,0
16145,0
24190,0
17777,0
3339,0
11436,0
40457,1
4730,1
10380,0
6891,0
40575,0
60937,0
50037,0
3066,0
18712,0
68494,0
74119,1
76254,1
49402,0
8141,0
3076,0
14390,0
66964,0
67091,0
13164,1
21190,0
21432,0
2096,0
53808,0
9751,1
59105,1
76796,1
49192,0
45888,0
12492,0
72963,0
53303,1
53081,0
23930,0
51938,0
29280,0
7689,0
16924,1
40162,0
8648,0
57036,0
69859,0
31492,1
3964,0
20962,1
16434,0
28860,0
28665,0
1561,0
72856,0
28596,0
52840,0
73807,0
1089,0
20345,0
59325,0
45294,0
61412,0
29033,1
41735,0
64996,1
10388,0
20001,1
47942,0
5232,0
7097,0
61335,1
61360,0
429,1
54187,0
18493,1
23130,0
16180,0
5133,0
54456,1
62197,0
50861,0
40356,0
68967,1
49181,0
19572,1
58731,0
32167,0
3435,0
7389,0
44860,0
72065,0
49353,1
42688,1
4019,1
64023,0
30034,0
6907,1
14810,0
17629,0
7003,0
59100,0
73651,0
65300,0
38796,0
17133,1
10552,1
58271,1
42387,0
19737,0
35156,0
68576,1
62951,1
76794,0
39736,1
73402,1
30749,1
49089,1
57203,0
37385,0
14101,1
31036,1
66566,0
2283,1
35086,1
66082,0
34105,0
14599,0
21293,0
44127,1
17522,0
23708,0
64845,0
38638,0
62916,1
18984,1
35872,0
8019,0
6358,0
53023,1
32026,0
32170,0
46737,0
21112,0
12594,1
9049,0
48577,0
9087,0
74296,0
13640,1
65412,0
17816,0
50036,0
34158,0
30033,0
74401,1
73296,0
41847,0
28456,1
55643,0
40689,1
41087,0
56409,0
28892,1
22658,1
34021,1
29419,0
65630,0
18809,1
59695,0
39585,0
30356,0
78175,1
23668,0
50441,0
52311,0
19576,0
39982,1
23338,0
58769,1
65210,0
70168,1
44136,0
19098,1
19826,1
68896,0
22540,0
52630,0
42249,1
41645,0
60352,0
24168,0
77703,0
52005,1
22821,0
33963,0
55903,0
70360,1
21163,0
52351,0
57632,1
67448,0
21018,1
30307,0
51006,1
59242,1
19353,0
25940,0
33400,0
46896,1
65389,0
31886,0
62107,0
62662,0
77743,0
54888,0
6878,0
71343,1
64742,1
31110,0
22290,1
5238,1
17481,1
16426,0
45701,0
65943,1
23605,1
65623,0
8693,0
77061,1
50458,0
50405,0
29954,0
27369,0
34266,1
69082,0
54481,0
16986,0
21502,0
26676,1
54360,0
14467,0
58255,0
46322,1
49734,0
18985,0
51064,0
24677,1
52765,0
46466,0
9307,0
45619,1
1110,0
928,0
24625,0
16069,1
59733,1
8710,0
28479,0
73983,1
57108,1
7195,0
52665,0
37573,1
68267,1
40855,0
61710,0
14955,0
77531,0
5885,0
31444,1
12927,0
3718,1
718,1
813,0
2005,1
38391,1
62502,0
30320,0
71236,0
7361,1
24579,1
75383,0
3994,0
56762,1
21572,0
49902,0
46473,1
66123,1
63361,0
30949,0
65248,1
5320,0
6158,0
3570,0
12033,1
61175,1
49816,0
8824,0
57352,1
50294,1
76037,1
19245,0
1610,0
33835,0
61018,0
16908,0
20068,0
30534,0
29500,0
33834,0
54535,0
17853,1
30139,0
27401,0
42042,0
24099,1
7180,0
35814,1
44779,0
29222,0
50994,1
1276,0
22054,0
31041,1
64122,0
76830,0
24188,0
1749,1
74749,0
24091,1
69671,0
31902,0
48217,1
10292,0
61474,0
54053,0
65465,1
26232,0
54413,0
59365,1
45470,1
12571,0
31518,0
49208,1
31515,0
43824,0
18600,0
49494,1
76821,0
11378,0
32242,1
16142,0
1250,0
6366,0
65786,0
52386,1
71833,0
1327,0
2383,0
67658,0
24637,0
67379,0
37712,0
66799,0
16875,0
16517,0
46895,0
46351,1
25883,1
67480,1
13471,1
48370,1
1183,0
66776,1
53366,0
77194,0
56386,1
44243,0
68929,0
47990,1
42308,0
34787,1
30673,0
20454,0
14255,1
695,0
62976,1
16198,0
18019,0
37984,0
2425,0
40814,0
23800,0
32889,1
11336,0
3455,0
58459,0
34222,0
19756,0
22506,1
7488,0
42978,0
57052,0
10424,1
70644,1
42310,1
55184,1
19061,0
72225,0
65816,0
33424,0
73061,1
57307,1
16751,0
31709,0
46319,1
32544,0
29042,1
66787,1
58208,1
53176,0
6100,0
46547,1
25467,1
7474,0
5010,0
16790,0
15692,1
54516,0
7725,0
49036,1
28899,0
48877,0
76815,0
29086,1
17697,0
25912,0
33757,0
30353,0
66863,1
44598,0
69056,0
39697,0
9996,1
73487,0
6239,0
6980,1
54953,0
67681,1
4417,0
75702,0
591,0
12841,0
43704,0
37689,1
3990,1
55454,1
9677,0
25620,0
78280,0
69996,0
38992,1
61755,0
29966,1
51673,0
36870,1
23116,0
54222,1
2454,1
9994,1
14705,0
74684,0
43067,0
56434,0
76328,0
39928,0
64375,1
12320,1
20464,0
31764,1
47215,1
33910,1
3485,0
73471,1
9251,1
59688,1
56262,0
12803,0
68388,0
32344,1
71931,0
55130,0
47604,0
29747,0
25289,0
70638,0
40109,0
34855,0
57455,0
31558,1
47680,1
70695,0
51197,0
59110,1
25602,0
19695,1
38429,0
52760,0
26863,0
16454,1
4559,0
14115,1
7286,0
37820,1
5453,0
69587,1
66010,1
983,0
30800,0
46367,1
50384,0
43679,0
20232,1
40572,1
75902,1
31472,0
22353,0
57914,0
64069,0
16459,0
8158,1
73268,0
66226,1
58785,1
44141,0
36629,0
31052,0
51685,0
35379,1
44749,0
41723,0
61361,0
40149,1
56099,0
40736,0
71628,0
38791,1
20157,0
22877,0
4313,0
30855,1
75069,1
75683,0
67608,0
23027,1
19501,1
3635,0
58375,1
47380,1
975,0
41742,0
11526,1
44722,0
62674,1
62680,1
17043,1
63224,1
13282,1
5139,1
47117,1
58067,0
23681,0
44416,1
23828,0
75849,0
74165,0
28382,0
63366,0
16909,0
51737,0
18585,0
33646,0
58458,0
69215,1
4508,1
49647,0
49618,0
14986,1
26321,0
51408,1
36203,0
9523,0
24337,0
53448,1
5576,0
44110,1
69085,0
77167,0
6150,0
62147,1
68879,0
65115,0
55269,0
51763,0
30940,1
71078,0
52464,0
3530,0
9188,0
65121,0
37895,1
5649,0
61577,0
12868,1
74966,1
8023,1
33807,0
71459,1
39582,1
25879,1
35351,0
31794,0
61663,0
72095,0
77101,0
25557,0
31585,0
25793,1
26024,1
54748,0
8839,1
27967,1
75588,0
20382,1
30108,1
48297,0
75625,1
19947,0
61450,0
77304,0
40159,0
68305,0
21207,0
54630,1
7451,0
749,1
71969,1
29562,1
10344,1
26908,0
17135,1
29120,0
75684,1
74636,1
20682,0
55502,0
2254,1
6971,0
47079,0
62302,0
72591,0
48238,0
30555,0
57880,1
53571,0
78090,0
57253,1
15563,0
17580,0
55993,0
56380,0
77081,1
15187,0
65221,0
3105,0
1094,0
42628,0
50652,0
45424,0
64809,1
48866,0
43578,1
37402,0
55268,1
22553,1
40416,1
39353,1
17454,0
9953,0
59615,0
10330,1
75928,1
50946,1
35469,0
11755,0
8588,0
64902,0
10290,0
69439,0
43257,1
41927,0
20981,0
77562,0
23890,1
59925,0
55146,1
24634,1
47504,1
75122,0
64041,0
5955,0
32483,1
56698,1
6547,0
1502,0
66259,1
23766,1
51390,1
72914,0
64739,0
21153,0
41632,0
53041,1
11480,0
3666,0
68914,1
10105,0
54417,1
17485,0
63485,1
33678,0
21026,1
20407,0
68933,1
7866,1
51363,0
37310,0
38712,0
24250,0
73208,0
4022,1
6411,1
69607,1
72483,0
13350,0
15192,0
66704,1
60756,1
36333,1
15436,0
46344,1
11910,0
19336,1
22213,1
54450,0
28980,0
33601,1
56936,0
64345,0
20309,1
21959,0
34467,0
12221,0
22778,0
71875,0
181,0
13901,1
29067,0
22425,0
26558,1
31777,1
60992,1
54607,0
35201,0
59719,0
11104,1
49810,1
35790,1
40170,1
13742,0
22654,0
54593,0
10676,0
43696,0
415,1
50537,1
19443,1
50237,0
26609,0
18739,0
14194,1
31998,0
68410,1
59511,0
41326,1
30387,1
37823,0
25982,0
21358,0
57509,0
31377,0
36038,0
28713,0
19744,1
55928,1
31749,0
7941,1
8255,1
39861,0
10378,0
3905,0
37359,0
23546,0
75483,0
50961,0
82,0
61244,0
19859,1
10260,0
64373,0
62436,1
20739,0
10043,1
18640,1
59299,0
24531,0
72844,0
59212,0
1365,0
56898,1
75734,1
57182,0
75283,0
8249,1
53531,0
40862,0
1083,1
75994,0
76167,0
61330,1
77524,0
75714,0
26588,0
18532,0
37620,0
44010,0
36990,0
36140,0
60899,0
27390,0
58054,1
32807,0
28737,0
65681,1
50906,0
65503,1
48535,1
27930,0
38789,0
31674,0
27757,0
42766,1
37897,1
69119,1
5726,1
52216,0
44275,1
11107,1
23884,1
26426,1
29920,0
15498,0
45328,1
16825,0
66231,0
5588,1
37414,1
77673,0
4070,0
9505,1
39253,0
41456,0
31058,1
38578,0
43795,0
54678,0
65031,0
20992,0
31580,1
58329,0
53150,0
23235,1
69006,0
60552,1
61900,0
16916,0
26477,0
76994,1
44827,0
59193,0
44286,0
74490,0
28192,1
9681,0
58502,0
5062,0
17033,0
77867,1
54785,0
12623,0
17622,0
43147,0
61241,0
50740,1
8089,0
60024,0
70383,1
54320,0
51413,0
21597,0
49461,1
35329,0
60162,1
1242,0
14401,0
44085,0
46389,0
59589,0
36005,0
31832,0
33652,0
67715,0
43102,0
45375,0
30249,0
59029,0
58084,0
16222,0
46040,0
37559,0
35361,0
47379,0
56753,0
14899,0
5531,0
23664,1
2228,0
57043,0
61379,0
55229,0
63298,0
76085,1
30443,0
16137,0
61857,1
2617,0
38238,0
1589,0
50386,0
26816,1
42761,1
50011,0
43450,1
3242,0
58320,0
72514,0
40640,0
68285,0
37528,0
25862,0
22322,0
21841,1
60125,1
40861,0
16371,1
71796,0
67823,1
69196,0
55338,0
14136,1
5079,1
9657,0
72357,0
15789,0
7125,1
33738,1
4294,0
63966,0
40762,0
68375,0
11846,0
38731,1
16068,0
70850,1
61573,0
38907,1
23461,1
44489,0
19827,0
76668,0
45085,0
60654,1
48910,0
72082,1
22200,0
43893,0
77137,1
34431,0
34085,0
28120,1
49022,1
34069,0
62775,1
35063,0
24136,0
64242,0
59751,0
44178,0
73870,0
1547,0
36237,1
15215,0
12811,0
70413,0
66122,0
54334,1
700,1
76355,1
32555,0
48784,0
26197,0
15262,1
10514,1
11521,1
5494,1
32115,1
31670,0
31910,0
72748,0
3208,0
47019,1
21007,0
52527,0
60950,1
6675,0
38284,0
66600,0
52520,0
34181,0
49610,0
22663,0
12732,1
25755,1
61611,0
2420,0
75643,0
32020,0
77186,1
9064,0
40441,0
32573,1
30192,1
54211,0
61905,0
66795,0
42697,0
8650,1
14583,1
969,1
11626,1
24135,0
12218,0
41449,1
9361,0
66825,0
72830,0
28405,0
54162,0
55153,0
5824,0
56576,0
63398,0
65058,1
73693,0
47452,1
9158,1
52691,0
5939,0
40141,1
59345,0
39830,0
67886,1
50912,0
17838,0
5537,0
46588,0
72938,0
68462,1
4667,0
29295,1
29525,0
66345,1
53340,0
36208,0
8871,1
5758,0
18220,1
11726,1
68278,0
1708,0
45684,0
6229,0
61959,1
32263,0
69510,0
24506,1
68120,1
70993,0
41138,0
36104,1
44482,0
60366,0
46589,0
61063,0
54231,1
35241,1
19261,1
23566,0
47149,0
56245,0
45501,0
71547,0
43503,1
37815,0
56107,0
50724,1
40530,0
70025,0
48967,0
78223,1
51779,0
42992,0
58716,0
60558,1
59514,0
62347,1
24984,0
14175,0
14551,0
19420,0
44200,1
69465,1
61520,1
36600,0
63633,1
56668,0
68781,0
54479,0
22015,0
11993,1
18039,0
59306,0
49282,0
60907,0
52958,0
50699,1
10712,1
35092,1
24715,1
43015,0
18992,0
6482,1
53054,0
7682,0
1346,0
74602,0
65363,1
72440,1
67145,0
59604,0
31179,0
35779,0
48822,1
61003,0
16738,1
21584,0
42615,1
15047,1
71446,1
71287,1
71278,1
41183,1
20301,0
50028,0
34725,0
24165,1
28307,0
63784,0
30018,0
36094,0
19047,0
75718,1
33507,0
17560,0
42952,0
44292,0
76569,1
27642,0
14022,0
17366,0
3533,1
58841,1
54629,0
54508,0
20730,0
35209,1
72868,0
70404,1
47336,0
4554,0
29791,0
10374,0
21717,0
54159,0
14937,0
46924,0
12814,1
19070,0
9979,0
61328,0
63402,0
10009,0
60308,0
24175,1
62135,0
14496,1
48543,1
34591,1
63844,0
64525,0
51362,0
41758,0
43876,0
41869,0
19321,1
23209,1
74618,0
76823,1
18507,0
64489,1
36605,0
60156,0
17772,0
21804,1
70511,0
57126,1
24903,0
9181,1
19592,1
13396,0
48061,0
54173,1
51368,1
56683,1
2479,0
64000,1
21897,0
3668,1
1641,0
64158,0
24352,0
37562,0
49241,0
26996,0
1819,0
41979,0
14430,1
19256,0
9740,1
6713,0
73669,1
40673,1
38982,1
60443,0
25800,1
47594,1
74052,0
5635,1
21861,1
71445,0
77923,0
2698,0
10421,0
47024,0
11099,1
31686,1
69605,0
58570,1
44970,1
59252,1
57643,0
34240,0
41974,0
40199,0
74211,0
27298,0
13040,0
14415,0
3109,0
21564,1
69866,0
27310,1
25661,0
41367,0
33717,1
52867,0
23564,0
16516,1
70415,0
44241,0
76463,0
27566,0
56150,0
24885,1
21613,0
30190,1
12090,0
12496,0
12556,1
7182,0
71861,1
65479,0
15270,1
43083,1
22374,1
227,1
19936,0
36229,1
30495,0
13883,0
27368,0
63453,1
21943,0
9602,0
51347,0
74084,1
56747,0
7611,0
17618,1
30119,0
66542,0
22569,1
44133,0
21079,0
57185,0
61236,0
62019,0
48358,0
40914,0
27978,1
69364,0
9050,0
25638,0
39551,0
42279,0
42760,0
39503,0
6694,1
19634,1
46328,0
40140,0
62189,0
53330,0
53998,0
72083,1
43341,1
18539,0
8264,0
35066,1
39240,0
11178,0
74675,1
23001,0
46395,1
12726,0
1501,1
12925,0
14578,1
61547,1
7742,1
65812,0
22164,0
17643,1
45113,0
27176,1
57001,1
2411,1
27916,1
15608,1
28217,0
33269,1
42106,0
58070,1
52165,0
68215,0
42180,1
72306,0
18766,1
6429,0
63471,0
50147,0
52043,0
20235,0
22147,0
25778,0
68446,1
44513,0
48248,1
11497,1
18156,1
72089,0
14488,0
27751,0
42291,0
76966,1
17388,0
60917,1
11124,0
47248,1
77916,0
64508,0
1636,0
18753,0
71408,0
62449,0
28942,0
49100,1
42954,0
40593,0
77168,1
9257,0
68,1
28227,1
49279,0
62187,0
54750,0
54521,0
56210,0
73513,0
44723,0
52754,0
50014,1
30375,0
15177,1
53731,0
56053,1
67928,0
47829,0
23630,0
24377,1
50159,0
75439,1
25134,0
65401,1
61584,1
22899,1
47341,0
12777,0
73808,0
45782,1
50738,1
65992,1
26481,0
10334,0
16565,1
5011,1
22665,1
45703,1
16624,0
71936,1
46544,0
57809,0
51174,1
1775,0
46627,1
66256,1
3534,1
68596,0
33176,1
59179,0
7848,0
19219,0
52406,0
71750,0
45876,0
65930,0
870,0
37555,0
11556,0
10521,1
77563,0
69971,0
38299,0
66156,0
59769,1
61842,0
25857,0
62730,0
21245,0
46231,0
72117,0
54297,0
21114,1
5397,0
16255,0
19151,1
53795,0
66144,0
6460,1
12406,1
8940,1
40811,1
23340,0
51676,1
11328,1
13378,1
65727,0
56943,0
63673,1
1698,0
30509,0
13347,0
25917,0
22911,1
6145,0
46205,0
68045,1
13375,0
73917,1
70316,0
19094,1
42191,0
68198,0
21813,0
22941,0
61436,0
30939,0
2722,1
27416,0
54916,0
50864,1
63200,0
52878,1
8767,0
32013,0
51928,0
25066,0
36909,0
20764,1
27347,1
24398,0
76547,0
74715,1
44568,0
29382,0
64915,1
31390,0
6280,0
33420,0
72124,0
13022,1
56900,0
27192,0
5747,1
69943,0
35542,0
41835,1
11486,1
73885,0
74562,0
76771,1
65059,1
22008,0
11568,0
4334,0
39062,1
73000,1
24551,0
54723,1
73098,0
9114,0
23491,0
71702,1
5582,0
24703,0
61210,0
27588,0
12954,1
16476,0
21526,1
30076,0
8018,1
57034,0
32239,1
18626,0
1794,0
64903,1
77851,1
5234,0
4917,1
31387,1
75865,0
65499,0
5338,1
3791,0
39105,1
47425,0
34558,0
19027,0
11793,1
54976,1
34696,0
35969,0
49485,1
10136,1
14753,0
60825,0
26711,1
64579,0
68322,0
44627,0
30550,0
38290,1
56734,0
4112,0
42706,1
75874,1
19398,1
26632,1
74554,0
74765,0
11787,1
14970,1
15054,1
11865,0
63450,0
38539,0
53594,0
45551,1
40676,0
12054,0
40871,0
22652,0
47517,0
15679,0
55855,0
13158,0
18385,0
62844,0
23893,0
13124,1
29622,1
48441,0
46548,0
23412,1
10218,0
27288,1
38585,1
66866,1
44545,0
78187,1
10629,0
67737,0
26667,0
37900,1
33058,0
47255,0
941,1
60904,0
60717,0
47949,0
22351,0
11357,0
63732,1
12495,0
14554,0
39627,1
57641,1
13957,0
63127,1
58805,0
50773,0
38640,1
32453,0
52239,1
1893,1
33838,0
27535,0
37716,0
18662,1
74570,0
77195,1
54336,1
28214,0
66068,1
73388,0
19805,1
10282,0
2967,0
4379,0
4619,0
36279,0
23129,1
77761,0
50513,0
35476,0
63143,0
8327,0
31124,1
4994,1
39909,1
26403,0
48566,0
52200,0
28018,1
61153,0
57463,1
5774,1
61872,1
3060,1
70721,0
43115,1
28025,1
60288,0
57261,0
50142,0
28544,0
614,0
18333,0
48434,0
48241,1
55621,0
1882,0
916,0
73286,0
65388,1
68007,1
34961,0
63706,0
8406,0
39122,1
37383,0
39384,0
62926,0
2799,0
42876,0
12785,0
27781,0
49704,0
61355,0
4639,0
57980,0
11290,0
25853,0
11131,0
51614,0
32236,0
43675,0
56741,0
23288,0
71040,0
7930,0
62861,0
16034,1
21696,1
56315,0
37019,0
43935,1
23695,0
31879,0
15868,0
36506,1
63694,1
52692,0
65948,0
39767,1
39017,1
5778,0
10224,1
69711,1
11549,0
38430,0
65779,0
7418,0
48504,1
50456,0
78165,0
72376,1
9173,0
12023,0
34174,1
10873,1
7610,1
77303,0
20429,0
29169,0
14814,0
6061,0
73506,0
17557,1
57270,0
39762,1
43443,0
28648,1
53086,0
19487,0
28338,0
56535,1
55383,0
60017,0
481,0
20455,0
52514,1
14363,0
37490,0
40409,0
20800,0
62016,0
33631,0
17682,0
40868,0
29225,1
70967,1
74395,0
15698,0
39251,0
28339,0
77492,0
8532,0
17457,0
56426,0
62263,1
46193,0
47682,0
35720,0
66713,0
22972,0
32426,0
14538,1
41713,1
27559,0
9237,1
71941,0
51818,0
35185,0
13557,0
63961,1
33093,1
28887,0
332,0
36266,0
51054,0
45780,1
32541,0
70900,0
38333,0
51961,0
19476,0
62868,0
65545,1
69297,1
61483,0
19545,0
77499,0
65143,0
18191,0
40395,0
31475,1
32377,1
74970,0
69046,0
69240,1
77992,1
41798,0
64888,0
15184,0
67154,0
37020,0
5389,1
20866,0
14604,0
51743,0
75179,0
8971,0
21979,1
68905,0
15427,0
50960,0
36620,0
12291,1
64998,1
48286,1
14493,1
27141,0
77638,0
50454,1
24053,1
73766,1
69429,0
29234,1
75127,0
65570,1
13041,0
70088,0
32528,1
76610,1
35949,0
26685,0
58934,1
43100,1
19,1
54282,0
60400,0
60207,0
13902,0
52449,0
16400,0
10845,0
78255,0
17339,1
52959,0
37793,1
72648,1
8279,0
72947,1
17896,0
73111,0
31284,0
52295,1
40026,0
30934,0
10621,0
5330,1
74317,1
23907,0
34327,1
5316,0
30663,1
33033,0
57330,1
41290,1
2396,0
66630,1
72160,0
58364,0
6281,1
62980,1
45785,0
9042,0
67688,1
72497,0
72568,0
17817,1
46184,0
19836,0
28580,0
1861,1
58620,0
16475,1
43075,0
23710,0
74050,1
28630,0
18274,0
29720,1
58701,0
4029,1
61411,0
5462,1
76113,0
51632,0
59634,0
35774,0
59036,0
26950,0
62211,1
36507,1
71842,1
47233,1
44706,0
59730,0
55866,0
4365,0
16075,0
29493,0
18281,0
25322,1
47009,1
66880,0
48992,0
74158,0
74624,1
647,0
44872,1
71846,1
64187,0
86,0
27404,1
38670,1
921,0
56854,1
118,1
11413,1
5797,1
47059,0
56443,0
65404,0
11393,1
9520,0
20889,1
58057,0
37751,0
59547,0
29339,1
44163,0
77651,1
21869,1
51391,0
73502,1
77675,1
62805,1
26680,0
36757,1
51161,0
23465,0
18247,1
67024,1
27053,1
39696,1
25673,0
15553,1
18963,0
14222,0
12629,1
67299,0
41098,1
77533,0
30151,1
5495,0
9239,1
39998,0
9178,0
25059,0
6314,1
3368,0
203,0
40578,1
77262,1
45121,0
73299,1
23394,0
53820,0
6571,0
15521,0
59116,0
60775,0
42104,0
37387,0
39102,0
38847,0
38591,1
49656,0
446,0
65019,0
72307,0
42773,1
50234,0
65227,0
69820,0
37730,0
52911,1
15856,1
54556,0
66782,1
68357,0
68979,0
24106,0
32665,1
66570,1
10781,0
5056,0
61949,1
23277,0
70710,1
71354,1
37308,1
13295,0
50114,0
58356,1
72515,0
25817,1
36626,1
62946,0
7702,0
8585,1
5151,1
3291,0
73455,0
36303,0
75469,1
31420,1
26935,0
46234,0
40710,0
76909,0
46154,0
27003,1
14706,0
70824,0
75956,0
1058,1
58834,1
10651,1
78116,1
54885,0
54777,1
36328,0
70799,1
7203,1
15935,0
53982,0
10184,0
45376,0
650,0
48557,0
19401,1
57551,1
20537,0
67428,1
25858,0
36958,0
8159,0
59197,0
54412,0
19161,1
38364,0
15541,0
850,1
12057,1
13850,0
34396,0
40731,0
70425,0
55233,0
5114,0
75872,0
34037,1
31028,0
23749,0
16874,1
39574,0
856,1
53411,1
37345,1
39814,0
584,1
30043,1
58772,0
21477,1
11137,0
69961,0
18689,0
72567,0
17414,0
44834,0
35884,0
24717,1
45702,0
64782,0
8786,1
47094,0
76726,0
11073,0
19799,0
31639,0
53464,0
13165,1
53178,1
36594,1
24411,0
7708,0
27948,0
76477,1
31978,1
54997,0
19074,0
61707,0
34689,0
75217,0
55392,1
7308,0
21184,0
39516,1
75139,0
74564,0
72276,0
40196,0
45749,0
68778,0
5698,1
47081,0
49305,0
31600,0
545,0
29555,1
54011,1
30172,0
76057,1
33381,0
54509,1
34590,0
5154,0
4362,1
54050,0
27838,0
7660,1
35616,1
23598,0
35514,1
37211,0
16083,0
72860,0
49455,0
74771,0
22548,1
69430,0
52388,1
13366,1
76140,0
9696,0
55027,0
71039,0
27382,0
35551,0
42011,0
57222,0
53538,0
23036,0
74262,0
71097,1
46570,1
60231,0
61062,1
65407,1
8518,1
33975,0
8297,0
51647,1
70921,1
3398,1
22468,0
23408,0
63066,0
65069,0
1441,0
43880,0
48204,1
65627,1
356,1
30824,0
35267,0
70303,0
68112,1
51102,0
58377,1
36851,1
46942,0
10237,0
50830,0
65466,0
42198,1
43780,1
29092,1
5265,1
69581,0
52931,1
14750,1
5589,0
41324,1
64688,0
67440,0
16402,0
50540,0
6560,0
59082,0
32057,1
